query,symbol,chr,start,end,strand,notfound
ANP32E,ANP32E,1,150218417.0,150236202.0,-1.0,False
ANPEP,ANPEP,15,89784875.0,89815401.0,-1.0,False
ANTXR2,ANTXR2,4,79901146.0,80125454.0,-1.0,False
ANXA1,ANXA1,9,73148874.0,73170629.0,1.0,False
ANXA11,ANXA11,10,80150889.0,80205583.0,-1.0,False
ANXA2,ANXA2,15,60347134.0,60402883.0,-1.0,False
ANXA4,ANXA4,2,69643808.0,69827121.0,1.0,False
ANXA5,ANXA5,4,121667396.0,121697061.0,-1.0,False
ANXA6,ANXA6,5,151100706.0,151157815.0,-1.0,False
ANXA7,ANXA7,10,73375101.0,73414731.0,-1.0,False
ANXA9,ANXA9,1,150981321.0,150996077.0,1.0,False
AOAH,AOAH,7,36509308.0,36724549.0,-1.0,False
AP1AR,AP1AR,4,112231363.0,112273110.0,1.0,False
AP1B1,AP1B1,22,29327680.0,29388612.0,-1.0,False
AP1G1,AP1G1,16,71729000.0,71809201.0,-1.0,False
AP1G2,AP1G2,14,23559557.0,23568070.0,-1.0,False
AP1M1,AP1M1,19,16197854.0,16245906.0,1.0,False
AP1S1,AP1S1,7,101154352.0,101161596.0,1.0,False
AP1S2,AP1S2,X,15825806.0,15854931.0,-1.0,False
AP1S3,AP1S3,2,223667680.0,223838027.0,-1.0,False
AP2A1,AP2A1,19,49766990.0,49807114.0,1.0,False
AP2A2,AP2A2,11,924881.0,1012245.0,1.0,False
AP2B1,AP2B1,17,35578046.0,35726417.0,1.0,False
AP2M1,AP2M1,3,184174689.0,184184214.0,1.0,False
AP2S1,AP2S1,19,46838136.0,46850882.0,-1.0,False
AP3B1,AP3B1,5,77991640.0,78294762.0,-1.0,False
AP3D1,AP3D1,19,2100982.0,2164468.0,-1.0,False
AP3M1,AP3M1,10,74120255.0,74151055.0,-1.0,False
AP3M2,AP3M2,8,42152946.0,42171673.0,1.0,False
AP3S1,AP3S1,5,115841422.0,115914086.0,1.0,False
AP3S2,AP3S2,15,89830599.0,89894638.0,-1.0,False
AP4B1,AP4B1,1,113894194.0,113905722.0,-1.0,False
AP4E1,AP4E1,15,50908672.0,51005895.0,1.0,False
AP4M1,AP4M1,7,100100841.0,100110345.0,1.0,False
AP4S1,AP4S1,14,31024996.0,31130996.0,1.0,False
AP5B1,AP5B1,11,65773898.0,65780976.0,-1.0,False
AP5M1,AP5M1,14,57268504.0,57298742.0,1.0,False
AP5S1,AP5S1,20,3811384.0,3828838.0,1.0,False
AP5Z1,AP5Z1,7,4775615.0,4794397.0,1.0,False
APAF1,APAF1,12,98645149.0,98735433.0,1.0,False
APBA2,APBA2,15,28884449.0,29118317.0,1.0,False
APBA3,APBA3,19,3750772.0,3761700.0,-1.0,False
APBB1,APBB1,11,6395111.0,6419453.0,-1.0,False
APBB1IP,APBB1IP,10,26438341.0,26568449.0,1.0,False
APBB3,APBB3,5,140558268.0,140564781.0,-1.0,False
APC,APC,5,112707498.0,112846239.0,1.0,False
APCDD1,APCDD1,18,10454635.0,10489949.0,1.0,False
APEH,APEH,3,49673981.0,49683971.0,1.0,False
APEX1,APEX1,14,20454525.0,20457779.0,1.0,False
APEX2,APEX2,X,55000331.0,55009057.0,1.0,False
APH1A,APH1A,1,150265399.0,150269580.0,-1.0,False
APH1B,APH1B,15,63276018.0,63309126.0,1.0,False
API5,API5,11,43311955.0,43344530.0,1.0,False
APIP,APIP,11,34853094.0,34916520.0,-1.0,False
APLF,APLF,2,68467572.0,68655862.0,1.0,False
APLP2,APLP2,11,130068147.0,130144811.0,1.0,False
APMAP,APMAP,20,24962925.0,24992782.0,-1.0,False
APOA1,APOA1,11,116835750.0,116838203.0,-1.0,False
APOBEC3A,APOBEC3A,22,38952741.0,38963184.0,1.0,False
APOBEC3C,APOBEC3C,22,39014224.0,39020352.0,1.0,False
APOBEC3D,APOBEC3D,22,39021113.0,39033277.0,1.0,False
APOBEC3F,APOBEC3F,22,39040604.0,39055972.0,1.0,False
APOBEC3G,APOBEC3G,22,39077059.0,39087743.0,1.0,False
APOBEC3H,APOBEC3H,22,39097224.0,39104067.0,1.0,False
APOBR,APOBR,16,28494639.0,28498964.0,1.0,False
APOE,APOE,19,44903787.0,44909396.0,1.0,False
APOL1,APOL1,22,36253071.0,36267530.0,1.0,False
APOL2,APOL2,22,36226209.0,36239954.0,-1.0,False
APOL3,APOL3,22,36139792.0,36166177.0,-1.0,False
APOL6,APOL6,22,35648386.0,35668404.0,1.0,False
APOLD1,APOLD1,12,12725917.0,12829975.0,1.0,False
APOM,APOM,6,31652416.0,31658210.0,1.0,False
APOO,APOO,X,23833353.0,23908070.0,-1.0,False
APOOL,APOOL,X,85003871.0,85093315.0,1.0,False
APP,APP,21,25880535.0,26171128.0,-1.0,False
APPBP2,APPBP2,17,60443158.0,60526242.0,-1.0,False
APPL1,APPL1,3,57227726.0,57278127.0,1.0,False
APPL2,APPL2,12,105172485.0,105236221.0,-1.0,False
APRT,APRT,16,88809339.0,88811963.0,-1.0,False
APTR,APTR,7,77657659.0,77697074.0,-1.0,False
APTX,APTX,9,32886601.0,33025130.0,-1.0,False
AQP10,AQP10,1,154321090.0,154325325.0,1.0,False
AQP3,AQP3,9,33441156.0,33447596.0,-1.0,False
AQP9,AQP9,15,58138169.0,58185914.0,1.0,False
AQR,AQR,15,34851782.0,34969765.0,-1.0,False
ARAF,ARAF,X,47561182.0,47571921.0,1.0,False
ARAP1,ARAP1,11,72683204.0,72793599.0,-1.0,False
ARAP2,ARAP2,4,35948221.0,36244777.0,-1.0,False
ARAP3,ARAP3,5,141653240.0,141682255.0,-1.0,False
ARCN1,ARCN1,11,118572390.0,118603033.0,1.0,False
AREG,AREG,4,74444999.0,74455005.0,1.0,False
AREL1,AREL1,14,74653437.0,74713117.0,-1.0,False
ARF1,ARF1,1,228081841.0,228099212.0,1.0,False
ARF3,ARF3,12,48935723.0,48957514.0,-1.0,False
ARF4,ARF4,3,57571363.0,57598220.0,-1.0,False
ARF5,ARF5,7,127588370.0,127591700.0,1.0,False
ARF6,ARF6,14,49892608.0,49897054.0,1.0,False
ARFGAP1,ARFGAP1,20,63272785.0,63289790.0,1.0,False
ARFGAP2,ARFGAP2,11,47164299.0,47177474.0,-1.0,False
ARFGAP3,ARFGAP3,22,42796502.0,42858106.0,-1.0,False
ARFGEF1,ARFGEF1,8,67173511.0,67343961.0,-1.0,False
ARFGEF2,ARFGEF2,20,48921711.0,49036693.0,1.0,False
ARFIP1,ARFIP1,4,152779096.0,152918463.0,1.0,False
ARFIP2,ARFIP2,11,6474683.0,6481479.0,-1.0,False
ARFRP1,ARFRP1,20,63698622.0,63708662.0,-1.0,False
ARGLU1,ARGLU1,13,106541673.0,106568161.0,-1.0,False
ARHGAP1,ARHGAP1,11,46677075.0,46700977.0,-1.0,False
ARHGAP10,ARHGAP10,4,147731922.0,148072780.0,1.0,False
ARHGAP11A,ARHGAP11A,15,32615144.0,32639952.0,1.0,False
ARHGAP11B,ARHGAP11B,15,30624494.0,30649529.0,1.0,False
ARHGAP12,ARHGAP12,10,31805398.0,31928876.0,-1.0,False
ARHGAP15,ARHGAP15,2,143091362.0,143768352.0,1.0,False
ARHGAP17,ARHGAP17,16,24919389.0,25015666.0,-1.0,False
ARHGAP18,ARHGAP18,6,129576132.0,129710247.0,-1.0,False
ARHGAP19,ARHGAP19,10,97222173.0,97292673.0,-1.0,False
ARHGAP21,ARHGAP21,10,24583609.0,24723887.0,-1.0,False
ARHGAP22,ARHGAP22,10,48446036.0,48656265.0,-1.0,False
ARHGAP24,ARHGAP24,4,85475150.0,86002668.0,1.0,False
ARHGAP25,ARHGAP25,2,68679601.0,68826833.0,1.0,False
ARHGAP26,ARHGAP26,5,142770377.0,143229011.0,1.0,False
ARHGAP27,ARHGAP27,17,45393898.0,45434421.0,-1.0,False
ARHGAP29,ARHGAP29,1,94148988.0,94275068.0,-1.0,False
ARHGAP30,ARHGAP30,1,161046946.0,161069970.0,-1.0,False
ARHGAP31,ARHGAP31,3,119294352.0,119420714.0,1.0,False
ARHGAP32,ARHGAP32,11,128965060.0,129279324.0,-1.0,False
ARHGAP33,ARHGAP33,19,35774532.0,35788822.0,1.0,False
ARHGAP35,ARHGAP35,19,46860997.0,47005077.0,1.0,False
ARHGAP4,ARHGAP4,X,153907367.0,153934999.0,-1.0,False
ARHGAP45,ARHGAP45,19,1065923.0,1086642.0,1.0,False
ARHGAP5,ARHGAP5,14,32075794.0,32159728.0,1.0,False
ARHGAP6,ARHGAP6,X,11117651.0,11665920.0,-1.0,False
ARHGAP8,ARHGAP8,22,44752547.0,44862788.0,1.0,False
ARHGAP9,ARHGAP9,12,57472262.0,57488824.0,-1.0,False
ARHGDIA,ARHGDIA,17,81867719.0,81871378.0,-1.0,False
ARHGDIB,ARHGDIB,12,14942015.0,14961985.0,-1.0,False
ARHGEF1,ARHGEF1,19,41883079.0,41930150.0,1.0,False
ARHGEF10,ARHGEF10,8,1823332.0,1958642.0,1.0,False
ARHGEF10L,ARHGEF10L,1,17539368.0,17697876.0,1.0,False
ARHGEF11,ARHGEF11,1,156934840.0,157046903.0,-1.0,False
ARHGEF12,ARHGEF12,11,120336238.0,120489937.0,1.0,False
ARHGEF19,ARHGEF19,1,16197854.0,16212893.0,-1.0,False
ARHGEF2,ARHGEF2,1,155946851.0,156007070.0,-1.0,False
ARHGEF3,ARHGEF3,3,56727418.0,57079329.0,-1.0,False
ARHGEF37,ARHGEF37,5,149551947.0,149634968.0,1.0,False
ARHGEF40,ARHGEF40,14,21069647.0,21090248.0,1.0,False
ARHGEF5,ARHGEF5,7,144355288.0,144380632.0,1.0,False
ARHGEF6,ARHGEF6,X,136665547.0,136781688.0,-1.0,False
ARHGEF7,ARHGEF7,13,111114559.0,111305737.0,1.0,False
ARHGEF9,ARHGEF9,X,63634967.0,63809274.0,-1.0,False
ARID1A,ARID1A,1,26693236.0,26782104.0,1.0,False
ARID1B,ARID1B,6,156776020.0,157210779.0,1.0,False
ARID2,ARID2,12,45728910.0,45908040.0,1.0,False
ARID3A,ARID3A,19,924528.0,975939.0,1.0,False
ARID3B,ARID3B,15,74541188.0,74598131.0,1.0,False
ARID4A,ARID4A,14,58298504.0,58373887.0,1.0,False
ARID4B,ARID4B,1,235131634.0,235328219.0,-1.0,False
ARID5A,ARID5A,2,96536717.0,96552638.0,1.0,False
ARID5B,ARID5B,10,61901684.0,62096944.0,1.0,False
ARIH1,ARIH1,15,72474308.0,72602987.0,1.0,False
ARIH2,ARIH2,3,48918821.0,48986382.0,1.0,False
ARIH2OS,ARIH2OS,3,48917788.0,48919385.0,-1.0,False
ARL1,ARL1,12,101393116.0,101407772.0,-1.0,False
ARL10,ARL10,5,176365487.0,176401865.0,1.0,False
ARL11,ARL11,13,49628464.0,49634842.0,1.0,False
ARL13B,ARL13B,3,93980139.0,94055678.0,1.0,False
ARL14EP,ARL14EP,11,30323104.0,30338458.0,1.0,False
ARL15,ARL15,5,53883942.0,54310582.0,-1.0,False
ARL16,ARL16,17,81681165.0,81683797.0,-1.0,False
ARL17A,ARL17A,17,46499780.0,46579695.0,-1.0,False
ARL17B,ARL17B,17,46274184.0,46361766.0,-1.0,False
ARL2,ARL2,11,65014144.0,65024328.0,1.0,False
ARL3,ARL3,10,102673731.0,102714437.0,-1.0,False
ARL4A,ARL4A,7,12686602.0,12690958.0,1.0,False
ARL4C,ARL4C,2,234493041.0,234497081.0,-1.0,False
ARL4D,ARL4D,17,43398150.0,43401137.0,1.0,False
ARL5A,ARL5A,2,151788984.0,151828531.0,-1.0,False
ARL5B,ARL5B,10,18659304.0,18681639.0,1.0,False
ARL6IP1,ARL6IP1,16,18791609.0,18801572.0,-1.0,False
ARL6IP4,ARL6IP4,12,122980045.0,122983479.0,1.0,False
ARL6IP5,ARL6IP5,3,69084937.0,69106092.0,1.0,False
ARL6IP6,ARL6IP6,2,152717647.0,152762396.0,1.0,False
ARL8A,ARL8A,1,202133404.0,202144743.0,-1.0,False
ARL8B,ARL8B,3,5122249.0,5180911.0,1.0,False
ARMC1,ARMC1,8,65602456.0,65634217.0,-1.0,False
ARMC10,ARMC10,7,103074625.0,103102902.0,1.0,False
ARMC2,ARMC2,6,108848416.0,108974551.0,1.0,False
ARMC5,ARMC5,16,31458080.0,31467172.0,1.0,False
ARMC6,ARMC6,19,19033575.0,19060311.0,1.0,False
ARMC7,ARMC7,17,75109952.0,75130272.0,1.0,False
ARMC8,ARMC8,3,138187248.0,138298384.0,1.0,False
ARMCX1,ARMCX1,X,101550411.0,101554704.0,1.0,False
ARMCX2,ARMCX2,X,101655157.0,101659924.0,-1.0,False
ARMCX3,ARMCX3,X,101622797.0,101627843.0,1.0,False
ARMCX4,ARMCX4,X,101418287.0,101533459.0,1.0,False
ARMCX5,ARMCX5,X,102599168.0,102604159.0,1.0,False
ARMCX6,ARMCX6,X,101615118.0,101618003.0,-1.0,False
ARMH1,ARMH1,1,44674692.0,44725591.0,1.0,False
ARMH3,ARMH3,10,101845599.0,102056258.0,-1.0,False
ARMT1,DCPH1,6,151452258.0,151470101.0,1.0,False
ARNT,ARNT,1,150808617.0,150876771.0,-1.0,False
ARPC1A,ARPC1A,7,99325880.0,99366267.0,1.0,False
ARPC1B,ARPC1B,7,99374226.0,99394827.0,1.0,False
ARPC2,ARPC2,2,218216630.0,218254356.0,1.0,False
ARPC3,ARPC3,12,110434582.0,110450422.0,-1.0,False
ARPC4,ARPC4,3,9792493.0,9807107.0,1.0,False
ARPC5,ARPC5,1,183620846.0,183635783.0,-1.0,False
ARPC5L,ARPC5L,9,124862130.0,124877733.0,1.0,False
ARPIN,ARPIN,15,89895006.0,89912952.0,-1.0,False
ARPP19,ARPP19,15,52547045.0,52569883.0,-1.0,False
ARRB1,ARRB1,11,75260122.0,75351791.0,-1.0,False
ARRB2,ARRB2,17,4710393.0,4721500.0,1.0,False
ARRDC1,ARRDC1,9,137605619.0,137616227.0,1.0,False
ARRDC1-AS1,ARRDC1-AS1,9,137615326.0,137618906.0,-1.0,False
ARRDC2,ARRDC2,19,18001126.0,18014102.0,1.0,False
ARRDC3,ARRDC3,5,91368631.0,91383317.0,-1.0,False
ARRDC3-AS1,ARRDC3-AS1,5,91380347.0,91690788.0,1.0,False
ARRDC4,ARRDC4,15,97960703.0,97973838.0,1.0,False
ARRDC5,ARRDC5,19,4890437.0,4902948.0,-1.0,False
ARSA,ARSA,22,50622754.0,50628177.0,-1.0,False
ARSB,ARSB,5,78777209.0,78986087.0,-1.0,False
ARSD,ARSD,X,2903972.0,2929405.0,-1.0,False
ARSG,ARSG,17,68259182.0,68422731.0,1.0,False
ARSK,ARSK,5,95555101.0,95605102.0,1.0,False
ARV1,ARV1,1,230978981.0,231000733.0,1.0,False
ARVCF,ARVCF,22,19969892.0,20016823.0,-1.0,False
ASAH1,ASAH1,8,18055992.0,18084998.0,-1.0,False
ASAP1,ASAP1,8,130052104.0,130443762.0,-1.0,False
ASB1,ASB1,2,238426742.0,238452250.0,1.0,False
ASB13,ASB13,10,5638857.0,5666615.0,-1.0,False
ASB16-AS1,ASB16-AS1,17,44157293.0,44187180.0,-1.0,False
ASB2,ASB2,14,93933783.0,93978831.0,-1.0,False
ASB3,ASB3,2,53532672.0,53860160.0,-1.0,False
ASB6,ASB6,9,129634602.0,129642169.0,-1.0,False
ASB7,ASB7,15,100602547.0,100651703.0,1.0,False
ASB8,ASB8,12,48147789.0,48181213.0,-1.0,False
ASCC1,ASCC1,10,72096018.0,72217653.0,-1.0,False
ASCC2,ASCC2,22,29788608.0,29838304.0,-1.0,False
ASCC3,ASCC3,6,100508194.0,100881407.0,-1.0,False
ASCL2,ASCL2,11,2268498.0,2270588.0,-1.0,False
ASF1A,ASF1A,6,118894152.0,118909171.0,1.0,False
ASF1B,ASF1B,19,14119512.0,14136622.0,-1.0,False
ASGR1,ASGR1,17,7172535.0,7179648.0,-1.0,False
ASGR2,ASGR2,17,7100166.0,7116603.0,-1.0,False
ASH1L,ASH1L,1,155335268.0,155563162.0,-1.0,False
ASH1L-AS1,ASH1L-AS1,1,155562026.0,155570755.0,1.0,False
ASH2L,ASH2L,8,38105493.0,38144124.0,1.0,False
ASL,ASL,7,66075800.0,66094697.0,1.0,False
ASMTL,ASMTL,X,1403138.0,1453786.0,-1.0,False
ASNS,ASNS,7,97851677.0,97872542.0,-1.0,False
ASNSD1,ASNSD1,2,189661385.0,189670831.0,1.0,False
ASPH,ASPH,8,61500549.0,61714768.0,-1.0,False
ASPHD2,ASPHD2,22,26428729.0,26445015.0,1.0,False
ASPM,ASPM,1,197084121.0,197146694.0,-1.0,False
ASPSCR1,ASPSCR1,17,81976807.0,82017406.0,1.0,False
ASRGL1,ASRGL1,11,62337439.0,62393412.0,1.0,False
ASTE1,ASTE1,3,131013066.0,131027649.0,-1.0,False
ASTN2,ASTN2,9,116423112.0,117415070.0,-1.0,False
ASXL1,ASXL1,20,32358266.0,32439319.0,1.0,False
ASXL2,ASXL2,2,25733753.0,25878487.0,-1.0,False
ATAD1,ATAD1,10,87751512.0,87842355.0,-1.0,False
ATAD2,ATAD2,8,123319850.0,123416350.0,-1.0,False
ATAD2B,ATAD2B,2,23748664.0,23927164.0,-1.0,False
ATAD3A,ATAD3A,1,1512147.0,1534686.0,1.0,False
ATAD3B,ATAD3B,1,1471756.0,1497848.0,1.0,False
ATAD3C,ATAD3C,1,1449689.0,1470163.0,1.0,False
ATAD5,ATAD5,17,30831966.0,30895869.0,1.0,False
ATAT1,ATAT1,6,30626842.0,30646835.0,1.0,False
ATE1,ATE1,10,121709393.0,121928801.0,-1.0,False
ATF1,ATF1,12,50763710.0,50821162.0,1.0,False
ATF2,ATF2,2,175072250.0,175168382.0,-1.0,False
ATF3,ATF3,1,212565334.0,212620777.0,1.0,False
ATF4,ATF4,22,39519695.0,39522690.0,1.0,False
ATF5,ATF5,19,49923910.0,49933935.0,1.0,False
ATF6,ATF6,1,161766261.0,161977574.0,1.0,False
ATF6B,ATF6B,6,32115264.0,32128253.0,-1.0,False
ATF7,ATF7,12,53507856.0,53626410.0,-1.0,False
ATF7IP,ATF7IP,12,14365627.0,14502931.0,1.0,False
ATF7IP2,ATF7IP2,16,10326434.0,10483640.0,1.0,False
ATG10,ATG10,5,81971615.0,82276857.0,1.0,False
ATG101,ATG101,12,52069246.0,52077495.0,1.0,False
ATG12,ATG12,5,115828200.0,115841837.0,-1.0,False
ATG13,ATG13,11,46617251.0,46674818.0,1.0,False
ATG14,ATG14,14,55366391.0,55411830.0,-1.0,False
ATG16L1,ATG16L1,2,233210051.0,233295674.0,1.0,False
ATG16L2,ATG16L2,11,72814138.0,72843674.0,1.0,False
ATG2A,ATG2A,11,64894531.0,64917245.0,-1.0,False
ATG2B,ATG2B,14,96279195.0,96363341.0,-1.0,False
ATG3,ATG3,3,112532510.0,112562046.0,-1.0,False
ATG4A,ATG4A,X,108091668.0,108154671.0,1.0,False
ATG4B,ATG4B,2,241637213.0,241673857.0,1.0,False
ATG4C,ATG4C,1,62783821.0,62865999.0,1.0,False
ATG4D,ATG4D,19,10543533.0,10553423.0,1.0,False
ATG5,ATG5,6,106045423.0,106326477.0,-1.0,False
ATG7,ATG7,3,11272309.0,11557665.0,1.0,False
ATG9B,ATG9B,7,151012209.0,151024499.0,-1.0,False
ATIC,ATIC,2,215311956.0,215349773.0,1.0,False
ATL1,ATL1,14,50532509.0,50634017.0,1.0,False
ATL2,ATL2,2,38293949.0,38377438.0,-1.0,False
ATL3,ATL3,11,63624087.0,63671921.0,-1.0,False
ATM,ATM,11,108222804.0,108369102.0,1.0,False
ATMIN,ATMIN,16,81035842.0,81047350.0,1.0,False
ATN1,ATN1,12,6924463.0,6942322.0,1.0,False
ATOX1,ATOX1,5,151738084.0,151772532.0,-1.0,False
ATP10A,ATP10A,15,25677273.0,25865184.0,-1.0,False
ATP10D,ATP10D,4,47485275.0,47593486.0,1.0,False
ATP11A,ATP11A,13,112689911.0,112887168.0,1.0,False
ATP11B,ATP11B,3,182793472.0,182923011.0,1.0,False
ATP11C,ATP11C,X,139726346.0,139945276.0,-1.0,False
ATP13A1,ATP13A1,19,19645198.0,19663700.0,-1.0,False
ATP13A2,ATP13A2,1,16985958.0,17011928.0,-1.0,False
ATP13A3,ATP13A3,3,194402672.0,194498364.0,-1.0,False
ATP1A1,ATP1A1,1,116372668.0,116410261.0,1.0,False
ATP1A3,ATP1A3,19,41966582.0,41997497.0,-1.0,False
ATP1B1,ATP1B1,1,169105697.0,169310992.0,1.0,False
ATP1B3,ATP1B3,3,141876124.0,141926549.0,1.0,False
ATP23,ATP23,12,57906039.0,57959148.0,1.0,False
ATP2A2,ATP2A2,12,110280669.0,110351093.0,1.0,False
ATP2A3,ATP2A3,17,3923866.0,3964491.0,-1.0,False
ATP2B1,ATP2B1,12,89588049.0,89709527.0,-1.0,False
ATP2B1-AS1,ATP2B1-AS1,12,89708177.0,90143524.0,1.0,False
ATP2B4,ATP2B4,1,203626778.0,203744081.0,1.0,False
ATP2C1,ATP2C1,3,130850511.0,131016712.0,1.0,False
ATP5F1A,ATP5F1A,18,46080248.0,46104334.0,-1.0,False
ATP5F1B,ATP5F1B,12,56638171.0,56646079.0,-1.0,False
ATP5F1C,ATP5F1C,10,7788092.0,7807815.0,1.0,False
ATP5F1D,ATP5F1D,19,1241746.0,1244825.0,1.0,False
ATP5F1E,ATP5F1E,20,59025475.0,59032358.0,-1.0,False
ATP5IF1,ATP5IF1,1,28236084.0,28246906.0,1.0,False
ATP5MC1,ATP5MC1,17,48892765.0,48895875.0,1.0,False
ATP5MC2,ATP5MC2,12,53632726.0,53677651.0,-1.0,False
ATP5MC3,ATP5MC3,2,175176258.0,175181764.0,-1.0,False
ATP5ME,ATP5ME,4,672423.0,674369.0,-1.0,False
ATP5MF,ATP5MF,7,99448475.0,99466199.0,-1.0,False
ATP5MG,ATP5MG,11,118401346.0,118433278.0,1.0,False
ATP5PB,ATP5PB,1,111448111.0,111465941.0,1.0,False
ATP5PD,ATP5PD,17,75038855.0,75047718.0,-1.0,False
ATP5PF,ATP5PF,21,25716005.0,25735721.0,-1.0,False
ATP5PO,ATP5PO,21,33901028.0,33915853.0,-1.0,False
ATP6AP1,ATP6AP1,X,154428618.0,154436517.0,1.0,False
ATP6AP2,ATP6AP2,X,40579372.0,40606848.0,1.0,False
ATP6V0A1,ATP6V0A1,17,42458844.0,42522582.0,1.0,False
ATP6V0A2,ATP6V0A2,12,123712342.0,123761755.0,1.0,False
ATP6V0B,ATP6V0B,1,43974487.0,43978295.0,1.0,False
ATP6V0D1,ATP6V0D1,16,67438005.0,67481188.0,-1.0,False
ATP6V0E1,ATP6V0E1,5,172983771.0,173035445.0,1.0,False
ATP6V0E2,ATP6V0E2,7,149872968.0,149891204.0,1.0,False
ATP6V0E2-AS1,ATP6V0E2-AS1,7,149867694.0,149880610.0,-1.0,False
ATP6V1A,ATP6V1A,3,113746770.0,113812056.0,1.0,False
ATP6V1B2,ATP6V1B2,8,20197381.0,20230399.0,1.0,False
ATP6V1C1,ATP6V1C1,8,103021063.0,103073051.0,1.0,False
ATP6V1D,ATP6V1D,14,67294371.0,67360265.0,-1.0,False
ATP6V1E1,ATP6V1E1,22,17592136.0,17630958.0,-1.0,False
ATP6V1E2,ATP6V1E2,2,46490750.0,46543287.0,-1.0,False
ATP6V1F,ATP6V1F,7,128862856.0,128865847.0,1.0,False
ATP6V1G1,ATP6V1G1,9,114587706.0,114598915.0,1.0,False
ATP6V1H,ATP6V1H,8,53715543.0,53843558.0,-1.0,False
ATP7A,ATP7A,X,77910690.0,78050395.0,1.0,False
ATP8A1,ATP8A1,4,42408373.0,42657121.0,-1.0,False
ATP8B2,ATP8B2,1,154325520.0,154351307.0,1.0,False
ATP8B3,ATP8B3,19,1782075.0,1812276.0,-1.0,False
ATP8B4,ATP8B4,15,49858238.0,50182817.0,-1.0,False
ATP9A,ATP9A,20,51596514.0,51768390.0,-1.0,False
ATP9B,ATP9B,18,79069272.0,79378391.0,1.0,False
ATPAF1,ATPAF1,1,46632071.0,46673867.0,-1.0,False
ATPAF2,ATPAF2,17,17977409.0,18039209.0,-1.0,False
ATR,ATR,3,142449007.0,142578781.0,-1.0,False
ATRAID,ATRAID,2,27212041.0,27217178.0,1.0,False
ATRIP,ATRIP,3,48446710.0,48467645.0,1.0,False
ATRN,ATRN,20,3471018.0,3651118.0,1.0,False
ATRX,ATRX,X,77504880.0,77786233.0,-1.0,False
ATXN1,ATXN1,6,16299112.0,16761491.0,-1.0,False
ATXN10,ATXN10,22,45671798.0,45845307.0,1.0,False
ATXN1L,ATXN1L,16,71808439.0,71885268.0,1.0,False
ATXN2,ATXN2,12,111443485.0,111599676.0,-1.0,False
ATXN2L,ATXN2L,16,28822999.0,28837237.0,1.0,False
ATXN3,ATXN3,14,92044496.0,92106622.0,-1.0,False
ATXN7,ATXN7,3,63863155.0,64003558.0,1.0,False
ATXN7L1,ATXN7L1,7,105604772.0,105876599.0,-1.0,False
ATXN7L2,ATXN7L2,1,109483479.0,109492812.0,1.0,False
ATXN7L3,ATXN7L3,17,44191805.0,44200961.0,-1.0,False
ATXN7L3B,ATXN7L3B,12,74537835.0,74545430.0,1.0,False
AUH,AUH,9,91213815.0,91361961.0,-1.0,False
AUP1,AUP1,2,74526636.0,74529788.0,-1.0,False
AURKA,AURKA,20,56369382.0,56392566.0,-1.0,False
AURKAIP1,AURKAIP1,1,1373729.0,1375521.0,-1.0,False
AURKB,AURKB,17,8204335.0,8210634.0,-1.0,False
AUTS2,AUTS2,7,69598296.0,70793506.0,1.0,False
AVEN,AVEN,15,33858782.0,34075155.0,-1.0,False
AVIL,AVIL,12,57797376.0,57818734.0,-1.0,False
AVL9,AVL9,7,32495426.0,32588726.0,1.0,False
AVPI1,AVPI1,10,97677422.0,97687561.0,-1.0,False
AXIN1,AXIN1,16,287440.0,352730.0,-1.0,False
AXIN2,AXIN2,17,65528561.0,65562067.0,-1.0,False
AXL,AXL,19,41219174.0,41261766.0,1.0,False
AZI2,AZI2,3,28315003.0,28349050.0,-1.0,False
AZIN1,AZIN1,8,102826111.0,102893864.0,-1.0,False
AZIN2,AZIN2,1,33081104.0,33123492.0,1.0,False
AZU1,AZU1,19,825097.0,832018.0,1.0,False
B2M,B2M,15,44711253.0,44718851.0,1.0,False
B3GALNT2,B3GALNT2,1,235447190.0,235504474.0,-1.0,False
B3GALT4,B3GALT4,6,33277123.0,33284832.0,1.0,False
B3GALT6,B3GALT6,1,1232237.0,1235041.0,1.0,False
B3GAT1,B3GAT1,11,134378504.0,134412242.0,-1.0,False
B3GAT2,B3GAT2,6,70856679.0,70957060.0,-1.0,False
B3GAT3,B3GAT3,11,62615296.0,62622154.0,-1.0,False
B3GLCT,B3GLCT,13,31199975.0,31332276.0,1.0,False
B3GNT2,B3GNT2,2,62195485.0,62224731.0,1.0,False
B3GNT5,B3GNT5,3,183249324.0,183298504.0,1.0,False
B3GNT7,B3GNT7,2,231395671.0,231408799.0,1.0,False
B3GNT8,B3GNT8,19,41425359.0,41428730.0,-1.0,False
B3GNT9,B3GNT9,16,67148104.0,67151260.0,-1.0,False
B3GNTL1,QTGAL,17,82942149.0,83051829.0,-1.0,False
B4GALNT3,B4GALNT3,12,459923.0,563509.0,1.0,False
B4GALT1,B4GALT1,9,33100493.0,33167359.0,-1.0,False
B4GALT1-AS1,B4GALT1-AS1,9,33166789.0,33182865.0,1.0,False
B4GALT3,B4GALT3,1,161171306.0,161178652.0,-1.0,False
B4GALT4,B4GALT4,3,119211628.0,119240952.0,-1.0,False
B4GALT5,B4GALT5,20,49632945.0,49713908.0,-1.0,False
B4GALT7,B4GALT7,5,177600114.0,177611056.0,1.0,False
